Datum;Produkt;Nettomenge;Stueckpreis_brutto;Bruttoumsatz
2021-11-23;Alaunstein;4;9,99;39,96
2021-11-24;Alaunstein;2;9,99;19,98
2021-11-25;Alaunstein;34;7,49;254,65999
2021-11-26;Alaunstein;81;7,4898696;606,67944
2021-11-27;Alaunstein;37;7,4896965;277,11877
2021-11-28;Alaunstein;52;7,4897914;389,46915
2021-11-29;Alaunstein;42;7,4897556;314,56973
2021-11-30;Alaunstein;5;9,986;49,93
2021-12-01;Alaunstein;3;9,986667;29,96
2021-12-02;Alaunstein;5;9,987499;49,937496
2021-12-03;Alaunstein;5;9,99;49,949997
2021-12-04;Alaunstein;4;9,985;39,94
2021-12-05;Alaunstein;16;9,989375;159,83
2021-12-06;Alaunstein;6;9,986667;59,92
2021-12-07;Alaunstein;6;9,99;59,94
2021-12-08;Alaunstein;8;9,988571;79,90857
2021-12-09;Alaunstein;3;9,99;29,97
2021-12-10;Alaunstein;14;9,988461;139,83844
2021-12-11;Alaunstein;4;9,99;39,96
2021-12-12;Alaunstein;7;9,987143;69,909996
2021-12-13;Alaunstein;8;9,98625;79,89
2021-12-14;Alaunstein;11;9,989;109,879005
2021-12-15;Alaunstein;5;9,985;49,925
2021-12-16;Alaunstein;9;9,988888;89,899994
2021-12-17;Alaunstein;6;9,986667;59,92
2021-12-18;Alaunstein;11;9,99;109,89
2021-12-19;Alaunstein;16;9,987273;159,79637
2021-12-20;Alaunstein;2;9,985;19,97
2021-12-21;Alaunstein;0;9,985;0,0
2021-12-22;Alaunstein;0;9,985;0,0
2021-12-23;Alaunstein;0;9,985;0,0
2021-12-24;Alaunstein;3;9,99;29,97
2021-12-25;Alaunstein;7;9,987143;69,909996
2021-12-26;Alaunstein;4;9,987499;39,949997
2021-12-27;Alaunstein;7;9,988571;69,92
2021-12-28;Alaunstein;4;9,987499;39,949997
2021-12-29;Alaunstein;2;9,99;19,98
2021-12-30;Alaunstein;3;9,99;29,97
2021-12-31;Alaunstein;5;9,99;49,949997
2022-01-01;Alaunstein;4;9,99;39,96
2022-01-02;Alaunstein;7;9,99;69,93
2022-01-03;Alaunstein;6;9,99;59,94
2022-01-04;Alaunstein;0;9,99;0,0
2022-01-05;Alaunstein;1;9,99;9,99
2022-01-06;Alaunstein;11;9,99;109,89
2022-01-07;Alaunstein;5;9,99;49,949997
2022-01-08;Alaunstein;1;9,98;9,98
2022-01-09;Alaunstein;8;9,9887495;79,909996
2022-01-10;Alaunstein;6;9,986667;59,92
2022-01-11;Alaunstein;2;9,99;19,98
2022-01-12;Alaunstein;6;9,986667;59,92
2022-01-13;Alaunstein;4;9,99;39,96
2022-01-14;Alaunstein;6;9,99;59,94
2022-01-15;Alaunstein;8;9,985713;79,885704
2022-01-16;Alaunstein;6;9,986667;59,92
2022-01-17;Alaunstein;4;9,987499;39,949997
2022-01-18;Alaunstein;5;9,99;49,949997
2022-01-19;Alaunstein;3;9,986667;29,96
2022-01-20;Alaunstein;2;9,99;19,98
2022-01-21;Alaunstein;3;9,99;29,97
2022-01-22;Alaunstein;7;9,987143;69,909996
2022-01-23;Alaunstein;2;9,99;19,98
2022-01-24;Alaunstein;6;9,986667;59,92
2022-01-25;Alaunstein;4;9,987499;39,949997
2022-01-26;Alaunstein;4;9,987499;39,949997
2022-01-27;Alaunstein;2;9,985;19,97
2022-01-28;Alaunstein;5;9,986;49,93
2022-01-29;Alaunstein;6;9,99;59,94
2022-01-30;Alaunstein;7;9,99;69,93
2022-01-31;Alaunstein;8;9,9887495;79,909996
2022-02-01;Alaunstein;3;9,99;29,97
2022-02-02;Alaunstein;1;9,99;9,99
2022-02-03;Alaunstein;4;9,987499;39,949997
2022-02-04;Alaunstein;8;9,988571;79,90857
2022-02-05;Alaunstein;5;9,986;49,93
2022-02-06;Alaunstein;6;9,987499;59,924995
2022-02-07;Alaunstein;1;9,99;9,99
2022-02-08;Alaunstein;4;9,99;39,96
2022-02-09;Alaunstein;5;9,987499;49,937496
2022-02-10;Alaunstein;1;9,987499;9,987499
2022-02-11;Alaunstein;2;9,98;19,96
2022-02-12;Alaunstein;3;9,99;29,97
2022-02-13;Alaunstein;5;9,986;49,93
2022-02-14;Alaunstein;6;9,99;59,94
2022-02-15;Alaunstein;6;9,99;59,94
2022-02-16;Alaunstein;6;9,99;59,94
2022-02-17;Alaunstein;4;9,987499;39,949997
2022-02-18;Alaunstein;1;9,987499;9,987499
2022-02-19;Alaunstein;3;9,99;29,97
2022-02-20;Alaunstein;3;9,986667;29,96
2022-02-21;Alaunstein;2;9,99;19,98
2022-02-22;Alaunstein;1;9,99;9,99
2022-02-23;Alaunstein;4;9,99;39,96
2022-02-24;Alaunstein;2;9,985;19,97
2022-02-25;Alaunstein;4;9,99;39,96
2022-02-26;Alaunstein;6;9,986667;59,92
2022-02-27;Alaunstein;3;9,99;29,97
2022-02-28;Alaunstein;4;9,99;39,96
2022-03-01;Alaunstein;6;9,99;59,94
2022-03-02;Alaunstein;3;9,99;29,97
2022-03-03;Alaunstein;3;9,99;29,97
2022-03-04;Alaunstein;3;9,99;29,97
2022-03-05;Alaunstein;2;9,99;19,98
2022-03-06;Alaunstein;6;9,986667;59,92
2022-03-07;Alaunstein;4;9,985;39,94
2022-03-08;Alaunstein;3;9,99;29,97
2022-03-09;Alaunstein;3;9,99;29,97
2022-03-10;Alaunstein;4;9,987499;39,949997
2022-03-11;Alaunstein;4;9,99;39,96
2022-03-12;Alaunstein;2;9,99;19,98
2022-03-13;Alaunstein;6;9,99;59,94
2022-03-14;Alaunstein;2;9,99;19,98
2022-03-15;Alaunstein;7;9,99;69,93
2022-03-16;Alaunstein;1;9,99;9,99
2022-03-17;Alaunstein;4;9,987499;39,949997
2022-03-18;Alaunstein;2;9,99;19,98
2022-03-19;Alaunstein;6;9,99;59,94
2022-03-20;Alaunstein;5;9,99;49,949997
2022-03-21;Alaunstein;5;9,988;49,94
2022-03-22;Alaunstein;7;9,985;69,895
2022-03-23;Alaunstein;5;9,988;49,94
2022-03-24;Alaunstein;4;9,99;39,96
2022-03-25;Alaunstein;9;9,9887495;89,89874
2022-03-26;Alaunstein;4;9,99;39,96
2022-03-27;Alaunstein;6;9,99;59,94
2022-03-28;Alaunstein;5;9,988;49,94
2022-03-29;Alaunstein;2;9,99;19,98
2022-03-30;Alaunstein;2;9,99;19,98
2022-03-31;Alaunstein;4;9,985;39,94
2022-04-01;Alaunstein;4;9,985;39,94
2022-04-02;Alaunstein;4;9,987499;39,949997
2022-04-03;Alaunstein;19;9,987894;189,76999
2022-04-04;Alaunstein;5;9,988;49,94
2022-04-05;Alaunstein;12;9,988888;119,86665
2022-04-06;Alaunstein;2;9,99;19,98
2022-04-07;Alaunstein;2;9,99;19,98
2022-04-08;Alaunstein;6;9,99;59,94
2022-04-09;Alaunstein;10;9,987778;99,87778
2022-04-10;Alaunstein;6;9,983333;59,899994
2022-04-11;Alaunstein;10;9,99;99,899994
2022-04-12;Alaunstein;5;9,986;49,93
2022-04-13;Alaunstein;11;9,988181;109,869995
2022-04-14;Alaunstein;6;9,986;59,916
2022-04-15;Alaunstein;13;9,986923;129,83
2022-04-16;Alaunstein;4;9,987499;39,949997
2022-04-17;Alaunstein;6;9,988334;59,93
2022-04-18;Alaunstein;19;9,987647;189,76529
2022-04-19;Alaunstein;4;9,987499;39,949997
2022-04-20;Alaunstein;3;9,99;29,97
2022-04-21;Alaunstein;4;9,987499;39,949997
2022-04-22;Alaunstein;7;9,986667;69,90667
2022-04-23;Alaunstein;2;9,99;19,98
2022-04-24;Alaunstein;13;9,9875;129,83751
2022-04-25;Alaunstein;5;9,988;49,94
2022-04-26;Alaunstein;4;9,99;39,96
2022-04-27;Alaunstein;6;9,985;59,909996
2022-04-28;Alaunstein;11;9,986363;109,85
2022-04-29;Alaunstein;7;9,987143;69,909996
2022-04-30;Alaunstein;3;9,986667;29,96
2022-05-01;Alaunstein;5;9,988;49,94
2022-05-02;Alaunstein;1;9,99;9,99
2022-05-03;Alaunstein;8;9,987143;79,89714
2022-05-04;Alaunstein;4;9,99;39,96
2022-05-05;Alaunstein;4;9,99;39,96
2022-05-06;Alaunstein;3;9,99;29,97
2022-05-07;Alaunstein;4;9,987499;39,949997
2022-05-08;Alaunstein;2;9,99;19,98
2022-05-09;Alaunstein;6;9,985;59,909996
2022-05-10;Alaunstein;3;9,986667;29,96
2022-05-11;Alaunstein;3;9,986667;29,96
2022-05-12;Alaunstein;1;9,98;9,98
2022-05-13;Alaunstein;4;9,98;39,92
2022-05-14;Alaunstein;5;9,983999;49,92
2022-05-15;Alaunstein;3;9,99;29,97
2022-05-16;Alaunstein;5;9,988;49,94
2022-05-17;Alaunstein;1;9,99;9,99
2022-05-18;Alaunstein;2;9,99;19,98
2022-05-19;Alaunstein;3;9,99;29,97
2022-05-20;Alaunstein;0;9,99;0,0
2022-05-21;Alaunstein;7;9,988;69,916
2022-05-22;Alaunstein;9;9,99;89,909996
2022-05-23;Alaunstein;5;9,986667;49,933334
2022-05-24;Alaunstein;8;9,987499;79,899994
2022-05-25;Alaunstein;2;9,99;19,98
2022-05-26;Alaunstein;3;9,99;29,97
2022-05-27;Alaunstein;3;9,99;29,97
2022-05-28;Alaunstein;7;9,988571;69,92
2022-05-29;Alaunstein;6;9,986667;59,92
2022-05-30;Alaunstein;6;9,988334;59,93
2022-05-31;Alaunstein;4;9,99;39,96
2022-06-01;Alaunstein;4;9,987499;39,949997
2022-06-02;Alaunstein;6;9,988;59,928
2022-06-03;Alaunstein;2;9,985;19,97
2022-06-04;Alaunstein;7;9,988571;69,92
2022-06-05;Alaunstein;4;9,987499;39,949997
2022-06-06;Alaunstein;6;9,985;59,909996
2022-06-07;Alaunstein;4;9,987499;39,949997
2022-06-08;Alaunstein;6;9,988334;59,93
2022-06-09;Alaunstein;5;9,988;49,94
2022-06-10;Alaunstein;3;9,99;29,97
2022-06-11;Alaunstein;6;9,986667;59,92
2022-06-12;Alaunstein;5;9,99;49,949997
2022-06-13;Alaunstein;6;9,986667;59,92
2022-06-14;Alaunstein;5;9,986;49,93
2022-06-15;Alaunstein;1;9,99;9,99
2022-06-16;Alaunstein;9;9,987499;89,8875
2022-06-17;Alaunstein;8;9,9887495;79,909996
2022-06-18;Alaunstein;3;9,986667;29,96
2022-06-19;Alaunstein;8;9,987499;79,899994
2022-06-20;Alaunstein;7;9,987143;69,909996
2022-06-21;Alaunstein;6;9,986667;59,92
2022-06-22;Alaunstein;2;9,99;19,98
2022-06-23;Alaunstein;8;9,985;79,88
2022-06-24;Alaunstein;5;9,988;49,94
2022-06-25;Alaunstein;7;9,988571;69,92
2022-06-26;Alaunstein;16;9,988;159,808
2022-06-27;Alaunstein;8;9,983749;79,869995
2022-06-28;Alaunstein;8;9,9887495;79,909996
2022-06-29;Alaunstein;11;9,9869995;109,856995
2022-06-30;Alaunstein;16;9,988125;159,81
2022-07-01;Alaunstein;7;9,986667;69,90667
2022-07-02;Alaunstein;10;9,99;99,899994
2022-07-03;Alaunstein;13;9,989231;129,86
2022-07-04;Alaunstein;9;9,987778;89,89
2022-07-05;Alaunstein;10;9,988;99,88
2022-07-06;Alaunstein;10;9,986;99,86
2022-07-07;Alaunstein;10;9,989;99,89
2022-07-08;Alaunstein;9;9,985555;89,869995
2022-07-09;Alaunstein;16;9,988125;159,81
2022-07-10;Alaunstein;11;9,985455;109,84
2022-07-11;Alaunstein;13;9,986923;129,83
2022-07-12;Alaunstein;9;9,98625;89,87625
2022-07-13;Alaunstein;5;9,988;49,94
2022-07-14;Alaunstein;9;9,99;89,909996
2022-07-15;Alaunstein;6;9,988;59,928
2022-07-16;Alaunstein;6;9,99;59,94
2022-07-17;Alaunstein;5;9,988;49,94
2022-07-18;Alaunstein;7;9,988334;69,918335
2022-07-19;Alaunstein;4;9,99;39,96
2022-07-20;Alaunstein;6;9,99;59,94
2022-07-21;Alaunstein;5;9,986667;49,933334
2022-07-22;Alaunstein;3;9,99;29,97
2022-07-23;Alaunstein;8;9,99;79,92
2022-07-24;Alaunstein;11;9,989091;109,88
2022-07-25;Alaunstein;6;9,988334;59,93
2022-07-26;Alaunstein;7;9,984285;69,89
2022-07-27;Alaunstein;2;9,985;19,97
2022-07-28;Alaunstein;2;9,98;19,96
2022-07-29;Alaunstein;7;9,987143;69,909996
2022-07-30;Alaunstein;5;9,99;49,949997
2022-07-31;Alaunstein;6;9,986667;59,92
2022-08-01;Alaunstein;5;9,986;49,93
2022-08-02;Alaunstein;3;9,983333;29,949997
2022-08-03;Alaunstein;3;9,986667;29,96
2022-08-04;Alaunstein;6;9,988334;59,93
2022-08-05;Alaunstein;1;9,98;9,98
2022-08-06;Alaunstein;9;9,988888;89,899994
2022-08-07;Alaunstein;9;9,987499;89,8875
2022-08-08;Alaunstein;7;9,99;69,93
2022-08-09;Alaunstein;9;9,98625;89,87625
2022-08-10;Alaunstein;9;9,987499;89,8875
2022-08-11;Alaunstein;4;9,987499;39,949997
2022-08-12;Alaunstein;10;9,987499;99,87499
2022-08-13;Alaunstein;4;9,987499;39,949997
2022-08-14;Alaunstein;5;9,986;49,93
2022-08-15;Alaunstein;8;9,9887495;79,909996
2022-08-16;Alaunstein;4;9,99;39,96
2022-08-17;Alaunstein;7;9,987143;69,909996
2022-08-18;Alaunstein;5;9,988;49,94
2022-08-19;Alaunstein;2;9,99;19,98
2022-08-20;Alaunstein;5;9,986;49,93
2022-08-21;Alaunstein;8;9,988571;79,90857
2022-08-22;Alaunstein;7;9,988334;69,918335
2022-08-23;Alaunstein;3;9,99;29,97
2022-08-24;Alaunstein;5;9,983999;49,92
2022-08-25;Alaunstein;4;9,983333;39,93333
2022-08-26;Alaunstein;7;9,986667;69,90667
2022-08-27;Alaunstein;8;9,987143;79,89714
2022-08-28;Alaunstein;8;9,985;79,88
2022-08-29;Alaunstein;6;9,988334;59,93
2022-08-30;Alaunstein;4;9,99;39,96
2022-08-31;Alaunstein;2;9,99;19,98
2022-09-01;Alaunstein;5;9,988;49,94
2022-09-02;Alaunstein;4;9,986667;39,946667
2022-09-03;Alaunstein;8;9,987143;79,89714
2022-09-04;Alaunstein;8;9,987143;79,89714
2022-09-05;Alaunstein;6;9,986;59,916
2022-09-06;Alaunstein;1;9,99;9,99
2022-09-07;Alaunstein;8;9,9887495;79,909996
2022-09-08;Alaunstein;8;9,985713;79,885704
2022-09-09;Alaunstein;0;9,985713;0,0
2022-09-10;Alaunstein;1;9,99;9,99
2022-09-11;Alaunstein;5;9,99;49,949997
2022-09-12;Alaunstein;4;9,985;39,94
2022-09-13;Alaunstein;4;9,987499;39,949997
2022-09-14;Alaunstein;5;9,987499;49,937496
2022-09-15;Alaunstein;2;9,99;19,98
2022-09-16;Alaunstein;5;9,983999;49,92
2022-09-17;Alaunstein;5;9,987499;49,937496
2022-09-18;Alaunstein;2;9,985;19,97
2022-09-19;Alaunstein;2;9,985;19,97
2022-09-20;Alaunstein;3;9,99;29,97
2022-09-21;Alaunstein;3;9,985;29,954998
2022-09-22;Alaunstein;3;9,99;29,97
2022-09-23;Alaunstein;3;9,99;29,97
2022-09-24;Alaunstein;5;9,986;49,93
2022-09-25;Alaunstein;6;9,988334;59,93
2022-09-26;Alaunstein;7;9,985;69,895
2022-09-27;Alaunstein;2;9,985;19,97
2022-09-28;Alaunstein;0;9,985;0,0
2022-09-29;Alaunstein;3;9,99;29,97
2022-09-30;Alaunstein;5;7,4925;37,462498
2022-10-01;Alaunstein;3;9,99;29,97
2022-10-02;Alaunstein;7;9,985713;69,899994
2022-10-03;Alaunstein;10;9,988888;99,88888
2022-10-04;Alaunstein;4;9,99;39,96
2022-10-05;Alaunstein;5;5,9919996;29,96
2022-10-06;Alaunstein;3;9,99;29,97
2022-10-07;Alaunstein;3;9,99;29,97
2022-10-08;Alaunstein;3;9,99;29,97
2022-10-09;Alaunstein;4;9,987499;39,949997
2022-10-10;Alaunstein;5;9,986;49,93
2022-10-11;Alaunstein;3;9,986667;29,96
2022-10-12;Alaunstein;2;9,98;19,96
2022-10-13;Alaunstein;0;9,98;0,0
2022-10-14;Alaunstein;0;9,98;0,0
2022-10-15;Alaunstein;9;9,986667;89,88
2022-10-16;Alaunstein;5;7,9919996;39,96
2022-10-17;Alaunstein;5;9,986;49,93
2022-10-18;Alaunstein;2;9,985;19,97
2022-10-19;Alaunstein;1;9,99;9,99
2022-10-20;Alaunstein;5;9,99;49,949997
2020-05-09;Rasierer;1;29,99;29,99
2020-05-10;Rasierer;2;29,99;59,98
2020-05-11;Rasierer;0;29,99;0,0
2020-05-12;Rasierer;0;29,99;0,0
2020-05-13;Rasierer;0;29,99;0,0
2020-05-14;Rasierer;0;29,99;0,0
2020-05-15;Rasierer;0;29,99;0,0
2020-05-16;Rasierer;0;29,99;0,0
2020-05-17;Rasierer;0;29,99;0,0
2020-05-18;Rasierer;0;29,99;0,0
2020-05-19;Rasierer;0;29,99;0,0
2020-05-20;Rasierer;0;29,99;0,0
2020-05-21;Rasierer;0;29,99;0,0
2020-05-22;Rasierer;0;29,99;0,0
2020-05-23;Rasierer;0;29,99;0,0
2020-05-24;Rasierer;0;29,99;0,0
2020-05-25;Rasierer;0;29,99;0,0
2020-05-26;Rasierer;0;29,99;0,0
2020-05-27;Rasierer;0;29,99;0,0
2020-05-28;Rasierer;0;29,99;0,0
2020-05-29;Rasierer;0;29,99;0,0
2020-05-30;Rasierer;0;29,99;0,0
2020-05-31;Rasierer;0;29,99;0,0
2020-06-01;Rasierer;0;29,99;0,0
2020-06-02;Rasierer;0;29,99;0,0
2020-06-03;Rasierer;0;29,99;0,0
2020-06-04;Rasierer;0;29,99;0,0
2020-06-05;Rasierer;0;29,99;0,0
2020-06-06;Rasierer;0;29,99;0,0
2020-06-07;Rasierer;0;29,99;0,0
2020-06-08;Rasierer;0;29,99;0,0
2020-06-09;Rasierer;0;29,99;0,0
2020-06-10;Rasierer;0;29,99;0,0
2020-06-11;Rasierer;0;29,99;0,0
2020-06-12;Rasierer;0;29,99;0,0
2020-06-13;Rasierer;0;29,99;0,0
2020-06-14;Rasierer;0;29,99;0,0
2020-06-15;Rasierer;0;29,99;0,0
2020-06-16;Rasierer;0;29,99;0,0
2020-06-17;Rasierer;0;29,99;0,0
2020-06-18;Rasierer;0;29,99;0,0
2020-06-19;Rasierer;0;29,99;0,0
2020-06-20;Rasierer;0;29,99;0,0
2020-06-21;Rasierer;0;29,99;0,0
2020-06-22;Rasierer;0;29,99;0,0
2020-06-23;Rasierer;0;29,99;0,0
2020-06-24;Rasierer;0;29,99;0,0
2020-06-25;Rasierer;0;29,99;0,0
2020-06-26;Rasierer;0;29,99;0,0
2020-06-27;Rasierer;0;29,99;0,0
2020-06-28;Rasierer;0;29,99;0,0
2020-06-29;Rasierer;0;29,99;0,0
2020-06-30;Rasierer;0;29,99;0,0
2020-07-01;Rasierer;0;29,99;0,0
2020-07-02;Rasierer;0;29,99;0,0
2020-07-03;Rasierer;0;29,99;0,0
2020-07-04;Rasierer;0;29,99;0,0
2020-07-05;Rasierer;1;29,99;29,99
2020-07-06;Rasierer;3;29,99;89,97
2020-07-07;Rasierer;2;29,99;59,98
2020-07-08;Rasierer;2;29,985;59,97
2020-07-09;Rasierer;0;29,985;0,0
2020-07-10;Rasierer;1;29,99;29,99
2020-07-11;Rasierer;5;29,99;149,95
2020-07-12;Rasierer;2;29,99;59,98
2020-07-13;Rasierer;1;29,99;29,99
2020-07-14;Rasierer;1;29,99;29,99
2020-07-15;Rasierer;0;29,99;0,0
2020-07-16;Rasierer;0;29,99;0,0
2020-07-17;Rasierer;0;29,99;0,0
2020-07-18;Rasierer;0;29,99;0,0
2020-07-19;Rasierer;0;29,99;0,0
2020-07-20;Rasierer;1;29,99;29,99
2020-07-21;Rasierer;0;29,99;0,0
2020-07-22;Rasierer;0;29,99;0,0
2020-07-23;Rasierer;1;29,99;29,99
2020-07-24;Rasierer;0;29,99;0,0
2020-07-25;Rasierer;1;29,98;29,98
2020-07-26;Rasierer;2;29,985;59,97
2020-07-27;Rasierer;1;29,98;29,98
2020-07-28;Rasierer;0;29,98;0,0
2020-07-29;Rasierer;0;29,98;0,0
2020-07-30;Rasierer;1;29,99;29,99
2020-07-31;Rasierer;1;29,98;29,98
2020-08-01;Rasierer;1;29,99;29,99
2020-08-02;Rasierer;0;29,99;0,0
2020-08-03;Rasierer;0;29,99;0,0
2020-08-04;Rasierer;0;29,99;0,0
2020-08-05;Rasierer;0;29,99;0,0
2020-08-06;Rasierer;1;29,98;29,98
2020-08-07;Rasierer;0;29,98;0,0
2020-08-08;Rasierer;0;29,98;0,0
2020-08-09;Rasierer;1;29,99;29,99
2020-08-10;Rasierer;2;29,99;59,98
2020-08-11;Rasierer;0;29,99;0,0
2020-08-12;Rasierer;0;29,99;0,0
2020-08-13;Rasierer;0;29,99;0,0
2020-08-14;Rasierer;0;29,99;0,0
2020-08-15;Rasierer;1;29,99;29,99
2020-08-16;Rasierer;3;29,986666;89,96
2020-08-17;Rasierer;2;29,985;59,97
2020-08-18;Rasierer;0;29,985;0,0
2020-08-19;Rasierer;5;29,99;149,95
2020-08-20;Rasierer;7;29,985714;209,9
2020-08-21;Rasierer;2;29,99;59,98
2020-08-22;Rasierer;1;29,99;29,99
2020-08-23;Rasierer;8;29,98875;239,91
2020-08-24;Rasierer;5;29,985998;149,93
2020-08-25;Rasierer;4;29,9875;119,95
2020-08-26;Rasierer;2;29,985;59,97
2020-08-27;Rasierer;4;29,9875;119,95
2020-08-28;Rasierer;1;29,99;29,99
2020-08-29;Rasierer;5;29,988;149,94
2020-08-30;Rasierer;3;29,99;89,97
2020-08-31;Rasierer;0;29,99;0,0
2020-09-01;Rasierer;5;29,99;149,95
2020-09-02;Rasierer;2;29,98;59,96
2020-09-03;Rasierer;6;29,99;179,94
2020-09-04;Rasierer;3;29,986666;89,96
2020-09-05;Rasierer;3;29,99;89,97
2020-09-06;Rasierer;5;29,988;149,94
2020-09-07;Rasierer;2;29,99;59,98
2020-09-08;Rasierer;2;29,985;59,97
2020-09-09;Rasierer;0;29,985;0,0
2020-09-10;Rasierer;1;29,99;29,99
2020-09-11;Rasierer;3;29,986666;89,96
2020-09-12;Rasierer;2;29,985;59,97
2020-09-13;Rasierer;3;29,985;89,955
2020-09-14;Rasierer;1;29,98;29,98
2020-09-15;Rasierer;1;29,99;29,99
2020-09-16;Rasierer;2;29,99;59,98
2020-09-17;Rasierer;1;29,99;29,99
2020-09-18;Rasierer;2;29,985;59,97
2020-09-19;Rasierer;1;29,99;29,99
2020-09-20;Rasierer;0;29,99;0,0
2020-09-21;Rasierer;0;29,99;0,0
2020-09-22;Rasierer;0;29,99;0,0
2020-09-23;Rasierer;0;29,99;0,0
2020-09-24;Rasierer;0;29,99;0,0
2020-09-25;Rasierer;0;29,99;0,0
2020-09-26;Rasierer;0;29,99;0,0
2020-09-27;Rasierer;0;29,99;0,0
2020-09-28;Rasierer;0;29,99;0,0
2020-09-29;Rasierer;0;29,99;0,0
2020-09-30;Rasierer;0;29,99;0,0
2020-10-01;Rasierer;0;29,99;0,0
2020-10-02;Rasierer;0;29,99;0,0
2020-10-03;Rasierer;3;29,99;89,97
2020-10-04;Rasierer;3;29,986666;89,96
2020-10-05;Rasierer;1;29,98;29,98
2020-10-06;Rasierer;1;29,99;29,99
2020-10-07;Rasierer;0;29,99;0,0
2020-10-08;Rasierer;0;29,99;0,0
2020-10-09;Rasierer;1;29,99;29,99
2020-10-10;Rasierer;0;29,99;0,0
2020-10-11;Rasierer;1;29,98;29,98
2020-10-12;Rasierer;1;29,99;29,99
2020-10-13;Rasierer;0;29,99;0,0
2020-10-14;Rasierer;0;29,99;0,0
2020-10-15;Rasierer;1;29,99;29,99
2020-10-16;Rasierer;0;29,99;0,0
2020-10-17;Rasierer;0;29,99;0,0
2020-10-18;Rasierer;1;29,99;29,99
2020-10-19;Rasierer;1;29,98;29,98
2020-10-20;Rasierer;0;29,98;0,0
2020-10-21;Rasierer;0;29,98;0,0
2020-10-22;Rasierer;0;29,98;0,0
2020-10-23;Rasierer;1;29,99;29,99
2020-10-24;Rasierer;0;29,99;0,0
2020-10-25;Rasierer;2;29,985;59,97
2020-10-26;Rasierer;0;29,985;0,0
2020-10-27;Rasierer;0;29,985;0,0
2020-10-28;Rasierer;0;29,985;0,0
2020-10-29;Rasierer;1;29,99;29,99
2020-10-30;Rasierer;1;29,99;29,99
2020-10-31;Rasierer;2;29,985;59,97
2020-11-01;Rasierer;1;29,98;29,98
2020-11-02;Rasierer;2;29,985;59,97
2020-11-03;Rasierer;1;29,98;29,98
2020-11-04;Rasierer;2;29,99;59,98
2020-11-05;Rasierer;1;29,99;29,99
2020-11-06;Rasierer;1;29,99;29,99
2020-11-07;Rasierer;0;29,99;0,0
2020-11-08;Rasierer;0;29,99;0,0
2020-11-09;Rasierer;0;29,99;0,0
2020-11-10;Rasierer;0;29,99;0,0
2020-11-11;Rasierer;1;29,99;29,99
2020-11-12;Rasierer;0;29,99;0,0
2020-11-13;Rasierer;2;29,99;59,98
2020-11-14;Rasierer;0;29,99;0,0
2020-11-15;Rasierer;1;29,99;29,99
2020-11-16;Rasierer;2;29,99;59,98
2020-11-17;Rasierer;0;29,99;0,0
2020-11-18;Rasierer;1;29,99;29,99
2020-11-19;Rasierer;1;29,99;29,99
2020-11-20;Rasierer;1;29,99;29,99
2020-11-21;Rasierer;1;29,98;29,98
2020-11-22;Rasierer;1;29,99;29,99
2020-11-23;Rasierer;2;29,985;59,97
2020-11-24;Rasierer;4;29,99;119,96
2020-11-25;Rasierer;2;29,99;59,98
2020-11-26;Rasierer;0;29,99;0,0
2020-11-27;Rasierer;28;22,49;629,72
2020-11-28;Rasierer;7;22,49;157,43
2020-11-29;Rasierer;10;22,49;224,9
2020-11-30;Rasierer;4;22,49;89,96
2020-12-01;Rasierer;0;22,49;0,0
2020-12-02;Rasierer;0;22,49;0,0
2020-12-03;Rasierer;2;29,985;59,97
2020-12-04;Rasierer;1;29,99;29,99
2020-12-05;Rasierer;0;29,99;0,0
2020-12-06;Rasierer;1;29,99;29,99
2020-12-07;Rasierer;2;29,99;59,98
2020-12-08;Rasierer;1;29,98;29,98
2020-12-09;Rasierer;7;29,987143;209,91
2020-12-10;Rasierer;4;29,985;119,94
2020-12-11;Rasierer;0;29,985;0,0
2020-12-12;Rasierer;4;29,99;119,96
2020-12-13;Rasierer;14;29,98643;419,81
2020-12-14;Rasierer;3;29,983332;89,95
2020-12-15;Rasierer;6;29,986666;179,92
2020-12-16;Rasierer;21;29,983332;629,64996
2020-12-17;Rasierer;17;29,982351;509,69998
2020-12-18;Rasierer;11;29,987272;329,86
2020-12-19;Rasierer;1;29,99;29,99
2020-12-20;Rasierer;6;29,988333;179,93
2020-12-21;Rasierer;2;29,985;59,97
2020-12-22;Rasierer;2;29,99;59,98
2020-12-23;Rasierer;1;29,99;29,99
2020-12-24;Rasierer;0;29,99;0,0
2020-12-25;Rasierer;4;29,985;119,94
2020-12-26;Rasierer;3;29,986666;89,96
2020-12-27;Rasierer;1;29,99;29,99
2020-12-28;Rasierer;0;29,99;0,0
2020-12-29;Rasierer;0;29,99;0,0
2020-12-30;Rasierer;3;29,983332;89,95
2020-12-31;Rasierer;2;29,99;59,98
2021-01-01;Rasierer;1;29,99;29,99
2021-01-02;Rasierer;1;29,99;29,99
2021-01-03;Rasierer;1;29,99;29,99
2021-01-04;Rasierer;4;29,99;119,96
2021-01-05;Rasierer;1;29,99;29,99
2021-01-06;Rasierer;2;29,99;59,98
2021-01-07;Rasierer;1;29,99;29,99
2021-01-08;Rasierer;1;29,99;29,99
2021-01-09;Rasierer;0;29,99;0,0
2021-01-10;Rasierer;1;29,99;29,99
2021-01-11;Rasierer;1;29,99;29,99
